user_id,0,1,2,3,4,5,6,7,8,9,10,11,
36614806,0,0,0,0,0,0,0,0,0,4,0,1,
8802018,0,0,0,0,0,0,0,0,0,0,0,0,
13320961,0,0,0,0,0,0,0,12,0,0,0,3,
4645175,0,0,0,0,0,0,0,0,0,1,0,2,
39497939,0,0,0,0,0,2,0,14,2,7,10,17,
13663916,0,0,0,0,0,0,0,0,0,0,14,30,
10778111,0,0,0,0,0,0,0,0,0,25,0,1,
19620810,0,0,0,0,0,0,0,0,0,0,0,0,
670556,0,0,0,0,0,0,0,0,0,0,0,0,
150102,0,0,0,0,0,0,4,3,0,0,6,1,
41319473,0,0,0,0,0,0,0,14,3,51,4,0,
8986994,0,0,0,0,0,0,0,0,2,1,1,0,
11830719,0,0,0,0,0,0,7,3,8,0,0,1,
141466,0,0,0,0,0,0,0,0,0,0,0,0,
1158677,0,0,0,0,18,2,0,0,0,9,0,6,
1960721,0,0,0,0,0,0,0,2,0,6,77,10,
2905978,0,0,0,0,0,0,0,0,6,0,8,18,
1446829,2,1,40,1,0,0,0,0,9,0,0,0,
29258916,0,0,0,0,0,1,0,0,0,0,0,0,
3607110,0,0,0,0,0,0,16,20,74,66,1,0,
795761,0,0,0,0,0,0,1,9,15,0,0,7,
595774,0,0,0,0,0,0,0,0,0,0,1,0,
1269759,0,0,0,0,0,0,3,2,0,0,0,0,
14010766,0,0,0,0,0,0,0,0,0,0,0,2,
15227113,0,0,0,0,0,0,0,0,0,0,0,0,
1479651,0,0,0,0,0,0,0,0,0,0,0,6,
13723264,0,0,0,0,0,0,0,0,0,0,0,1,
1117597,0,2,0,1,0,0,0,17,0,0,0,1,
1780348,34,0,10,0,1,0,0,0,0,0,0,1,
2459423,0,0,17,121,2,7,0,0,0,0,0,0,
20657639,0,0,0,12,5,1,0,0,1,0,0,0,
30693550,0,0,0,0,0,0,0,0,6,0,0,2,
1978793,0,0,0,0,0,0,0,0,0,0,0,0,
10642337,0,0,6,25,2,94,5,0,0,0,0,1,
228998,0,3,0,0,0,0,0,0,0,0,0,1,
1977850,0,0,12,8,0,7,0,0,0,0,11,2,
26376831,0,0,0,0,0,0,0,0,0,0,0,0,
23472876,0,0,0,0,73,0,0,0,24,0,2,0,
360368,0,0,0,36,0,0,0,0,0,0,0,0,
33703663,0,0,0,0,1,0,0,0,0,0,0,0,
125752,0,2,4,0,2,0,0,14,0,0,2,4,
33389420,0,0,0,0,0,0,0,0,0,0,0,0,
5720601,0,0,0,0,0,1,0,0,0,0,0,6,
41101284,0,0,0,0,0,0,0,0,0,0,0,0,
7774865,0,0,0,0,0,0,0,0,0,0,0,0,
32715765,0,0,0,0,0,0,0,18,0,0,0,1,
13010957,0,0,2,0,0,0,0,0,0,0,0,1,
20353159,0,0,0,0,0,0,0,0,0,0,0,0,
9649417,0,0,1,0,1,5,0,0,0,15,12,4,
634688,0,0,0,0,0,0,8,1,1,2,0,4,
21102285,0,0,0,0,0,0,0,1,0,2,0,1,
18662115,0,0,0,0,0,0,0,0,0,0,1,1,
10644973,0,0,0,0,0,0,0,0,0,0,0,0,
42042991,0,0,0,0,0,0,0,0,0,0,0,0,
1803970,0,0,0,0,0,0,0,18,26,10,13,18,
