user_id,0,1,2,3,4,5,6,7,8,9,10,11,
36614806,0,0,0,0,0,0,0,0,0,0,0,0,
8802018,0,0,0,0,0,0,0,0,0,0,0,0,
13320961,0,0,0,0,0,0,0,0,0,0,0,0,
4645175,0,0,0,0,0,0,0,0,0,0,0,0,
39497939,0,0,0,0,0,3,3,1,2,1,0,0,
13663916,0,0,0,0,0,0,0,1,0,0,1,0,
10778111,0,0,0,0,0,0,0,0,0,0,0,0,
19620810,0,0,0,0,0,0,0,0,0,0,0,0,
670556,0,0,0,0,0,0,0,0,0,0,0,0,
150102,0,0,0,0,0,0,1,2,0,0,0,0,
41319473,0,0,0,0,0,0,0,1,1,5,2,0,
8986994,0,0,0,0,0,0,0,0,0,0,1,1,
11830719,0,0,0,0,1,0,1,1,1,0,0,0,
141466,0,0,0,0,0,0,0,0,0,0,0,0,
1158677,0,0,0,1,3,0,0,0,0,0,0,0,
1960721,0,0,0,0,0,0,0,0,0,1,0,0,
2905978,0,0,0,0,0,0,0,0,0,1,0,0,
1446829,1,1,4,0,0,0,0,0,0,0,0,1,
29258916,0,0,0,0,0,0,0,0,0,0,0,0,
3607110,0,0,0,0,0,1,0,2,1,0,0,0,
795761,0,0,0,0,0,0,0,1,4,0,0,0,
595774,0,0,0,0,0,0,0,0,0,0,0,1,
1269759,0,0,0,0,0,0,0,0,0,0,0,0,
14010766,0,0,0,0,0,0,0,0,0,0,0,0,
15227113,0,0,0,0,1,0,0,0,0,0,0,1,
1479651,0,0,0,0,0,0,0,0,0,0,0,5,
13723264,0,0,0,0,0,0,0,0,0,0,2,0,
1117597,1,0,2,1,1,0,0,5,0,0,0,0,
1780348,0,0,2,0,0,0,0,0,0,0,1,0,
2459423,0,0,1,1,2,1,0,0,0,0,0,1,
20657639,0,0,0,1,0,1,0,0,0,0,0,0,
30693550,0,0,0,0,0,0,0,0,1,0,0,0,
1978793,0,0,0,0,0,0,0,0,1,0,0,0,
10642337,0,0,3,6,1,2,0,0,0,0,0,0,
228998,0,0,0,0,0,0,0,0,0,0,0,1,
1977850,0,0,1,0,1,0,0,0,0,0,1,0,
26376831,0,0,0,0,0,0,0,0,0,0,0,0,
23472876,0,0,0,0,0,0,1,0,0,0,0,0,
360368,0,0,0,1,0,0,0,0,0,0,0,0,
33703663,0,0,0,1,1,0,0,0,0,0,0,0,
125752,1,0,1,0,0,0,0,0,0,0,0,0,
33389420,0,0,0,0,0,0,0,0,0,0,0,0,
5720601,0,0,0,0,0,0,0,0,0,0,0,0,
41101284,0,0,0,0,0,0,0,0,0,0,0,0,
7774865,0,0,0,0,0,0,0,0,1,0,0,1,
32715765,0,0,0,0,0,0,0,3,0,0,0,0,
13010957,0,0,0,0,0,0,0,0,0,0,0,0,
20353159,0,0,0,0,0,0,0,0,1,0,0,0,
9649417,0,0,3,0,1,0,0,1,0,2,0,1,
634688,0,0,0,0,0,0,0,0,0,0,0,0,
21102285,0,0,0,0,0,0,0,0,0,0,0,0,
18662115,0,0,0,0,0,0,0,0,2,0,1,0,
10644973,0,0,0,0,0,0,0,1,0,0,0,0,
42042991,0,0,0,0,0,0,0,0,0,0,0,0,
1803970,0,0,0,0,0,0,0,1,4,0,0,0,
11355765,0,0,0,0,0,0,0,0,0,0,0,0,
559024,0,0,0,0,0,0,0,0,1,0,0,0,
5435299,0,0,0,0,0,0,0,0,0,0,0,0,
8517355,0,0,0,0,1,0,0,0,0,0,0,0,
5356490,0,0,0,0,0,0,0,0,0,0,0,0,
44790853,0,0,0,0,0,0,0,0,0,0,0,1,
21269549,0,0,0,0,0,1,0,0,0,1,0,0,
25254389,0,0,0,0,0,0,0,0,0,0,0,0,
6099874,0,0,0,0,0,0,0,0,0,0,0,0,
822522,0,0,0,0,0,0,1,0,0,0,0,0,
15791501,0,0,0,0,0,0,0,0,0,0,0,0,
183459,0,0,0,0,0,0,0,0,0,0,0,0,
8986994,0,0,0,0,0,0,0,0,0,0,0,0,
3478847,0,0,0,0,0,0,0,0,0,0,0,1,
8255422,0,0,0,0,0,0,0,0,0,0,0,0,
18219926,0,0,0,0,0,0,0,0,0,0,0,0,
111569,0,0,0,0,0,0,0,0,0,0,0,0,
31962564,0,2,3,1,0,1,1,1,0,0,0,1,
6635910,0,0,0,0,0,0,0,0,0,0,0,0,
39306745,0,0,0,1,0,0,0,0,0,0,0,0,
12450485,0,0,0,0,0,0,0,0,1,1,0,0,
1584318,3,1,0,1,0,1,0,0,0,0,1,0,
