,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,label
0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047169811320754715,0.0047169811320754715,0.0047169811320754715,0.0,0.0,0.0,0.0,0.0,0.0047169811320754715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010869565217391304,0.0010869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04878048780487805,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,0.11458337545571926,0.22348467999530477,0.11268935181700802,0.1325755890862139,0.1325755890862139,0.15246182635541974,0.3124997472656844,0.11268935181700802,0.19791637180996524,0.09469713818651342,0.02367428454662835,0.04356052181583422,0.04589234368058519,0.15900172094753778,0.02545202216920227,0.01867137490541676,0.011694178018746115,0.016214609527936456,0.013757844150456158,0.04314064896019338,0.02830188679245283,0.016411159150821586,0.013561294527571028,0.02299525679172197,0.12003972666789636,0.18650775999508118,0.02281741618924649,0.11607129618678709,0.09126966475698596,0.15972191332472543,0.3045632714224229,0.0704364638082941,0.20734096094377302,0.0992065257192045,0.024801631429801126,0.04563483237849298,0.08004390842241177,0.18311398631443032,0.050438498944650134,0.07785082841969349,0.025219249472325067,0.050438498944650134,0.21052631578947367,0.0,0.2291663252536439,0.02741232947504335,0.0,0.07785082841969349,0.08546402568211164,0.17684662250088035,0.11410986954604145,0.14535974317888367,0.18371220545689307,0.14796377294779609,0.12357948227096657,0.0776514309067433,0.12523650022052335,0.04450753363518983,0.03906246840821055,0.3222063656797641,0.03360506843467033,0.20808413941026466,0.07370925423955146,0.08813391695259205,0.04368205010827462,0.08131790154255197,0.05165303236824596,0.025,0.06997269917037632,0.050384908368021404,0.018229131412061058,0.2800950694119488,0.10737342404596334,0.39046350925797624,0.06080772035498577,0.2272164298333643,0.07252568845019805,0.08878157963302014,0.08571471496891125,0.07360684099368169,0.18762345413848563,0.058182772818747626,0.03338164806786714,0.10815865531434349,0.08587400634209326,0.25050788145648634,0.16971540194995982,0.059451151705427537,0.060467457072540885,0.03506090780298851,0.060467457072540885,0.33587427756916355,0.07012181560597702,0.03709351853721521,0.0,0.0975609756097561,0.03182416157520982,0.17355609479379613,0.0,0.011318875747421488,0.018864792912369147,0.15846426046390086,0.08398938456367577,0.020505285827788333,0.0,0.024606342993346,0.0041010571655576665,0.015748031496062992,-1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047169811320754715,0.0047169811320754715,0.0,0.014150943396226415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010869565217391304,0.0,0.009782608695652176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04878048780487805,0.0,0.14634146341463414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0047169811320754715,0.0,0.0,0.0,0.009433962264150943,0.0,0.0,0.0,0.0047169811320754715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002173913043478261,0.0,0.0,0.0,0.008695652173913044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04878048780487805,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4,0.09090909090909093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047169811320754715,0.0,0.0047169811320754715,0.0,0.0,0.0,0.0,0.0,0.0,0.0047169811320754715,0.0,0.009433962264150943,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002173913043478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023086259431840364,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5,0.06969259576145546,0.024238050306910005,0.04243299029527091,0.06969259576145546,0.02121649514763545,0.0,0.0,0.024238050306910005,0.0,0.13636363636363635,0.024238050306910005,0.0,0.0,0.017293327989434434,0.002201711760603679,0.008806847042414715,0.002201711760603679,0.008806847042414715,0.004403423521207358,0.0047169811320754715,0.0,0.002201711760603679,0.007545808114415378,0.0025152693714717927,0.05078448635733524,0.02539224317866762,0.022226804440379996,0.047619047619047616,0.0,0.0,0.0,0.02539224317866762,0.0,0.09523809523809523,0.0,0.0,0.0,0.028065110881685264,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.028065110881685264,0.0,0.0,0.0,0.0,0.02652061893454431,0.0,0.0,0.0,0.0,0.0,0.012119025153455002,0.0,0.0,0.00565154634838274,0.0,0.0020294038836868693,0.008117615534747477,0.0040588077673737386,0.0,0.0,0.0,0.0005073509709217173,0.0017388166524522392,0.0005796055508174131,0.0,0.0315763047249382,0.0,0.0,0.0,0.0012043551510994483,0.0,0.0,0.0,0.0,0.0048521508442576425,0.0,0.0,0.08617651479882976,0.0,0.02276892162185268,0.02276892162185268,0.04553784324370536,0.02276892162185268,0.024390243902439025,0.0,0.035774704713365364,0.05202313236605074,0.03901734927453805,0.0,0.0,0.0,0.0,0.040428282092344725,0.0,0.0,0.0,0.0,0.0,0.01679486950400063,0.0041987173760001575,-1
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009433962264150943,0.0,0.0,0.0047169811320754715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03409090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004347826086956522,0.0,0.0,0.009782608695652176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0975609756097561,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047244094488188976,1
7,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047169811320754715,0.04716981132075472,0.0,0.0330188679245283,0.0047169811320754715,0.0,0.009433962264150943,0.0,0.0047169811320754715,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.05681818181818181,0.0,0.2272727272727273,0.0,0.03409090909090909,0.011363636363636364,0.0,0.10227272727272728,0.0,0.011363636363636364,0.0,0.0,0.008695652173913044,0.0,0.056521739130434775,0.003260869565217391,0.04673913043478261,0.003260869565217391,0.0,0.0641304347826087,0.0,0.0010869565217391304,0.0,0.0,0.0,0.0,0.17112427713466818,0.0,0.2659520895132862,0.1121172231308256,0.0,0.002429715637262807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0047169811320754715,0.0,0.0,0.0,0.0,0.009433962264150943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
