user_id,start_day,end_day,
20482960,2018-09-07,2019-01-05,
20482960,2018-07-09,2018-11-06,
20482960,2018-05-10,2018-09-07,
940521,2019-09-02,2019-12-31,
6035284,2019-09-09,2020-01-07,
6368040,2019-09-23,2020-01-21,
6368040,2019-07-25,2019-11-22,
26384082,2019-09-23,2020-01-21,
26384082,2019-07-25,2019-11-22,
2346494,2019-09-23,2020-01-21,
2346494,2019-07-25,2019-11-22,
228859,2019-09-30,2020-01-28,
228859,2019-08-01,2019-11-29,
228859,2019-06-02,2019-09-30,
228859,2019-04-03,2019-08-01,
228859,2019-02-02,2019-06-02,
228859,2018-12-04,2019-04-03,
228859,2018-10-05,2019-02-02,
228859,2018-08-06,2018-12-04,
228859,2018-06-07,2018-10-05,
228859,2018-04-08,2018-08-06,
525590,2019-10-07,2020-02-04,
525590,2019-08-08,2019-12-06,
863327,2019-10-07,2020-02-04,
3056077,2019-10-07,2020-02-04,
8223335,2019-10-14,2020-02-11,
8655789,2019-10-21,2020-02-18,
8655789,2019-08-22,2019-12-20,
8655789,2019-06-23,2019-10-21,
8655789,2019-04-24,2019-08-22,
8655789,2019-02-23,2019-06-23,
8655789,2018-12-25,2019-04-24,
8655789,2018-10-26,2019-02-23,
8655789,2018-08-27,2018-12-25,
8655789,2018-06-28,2018-10-26,
8655789,2018-04-29,2018-08-27,
9397454,2019-10-28,2020-02-25,
9397454,2019-08-29,2019-12-27,
18707623,2019-11-11,2020-03-10,
18707623,2019-09-12,2020-01-10,
18707623,2019-07-14,2019-11-11,
5024543,2019-11-11,2020-03-10,
16749003,2019-11-25,2020-03-24,
23654732,2019-12-09,2020-04-07,
23654732,2019-10-10,2020-02-07,
23654732,2019-08-11,2019-12-09,
4209122,2019-12-09,2020-04-07,
595774,2019-12-16,2020-04-14,
595774,2019-10-17,2020-02-14,
595774,2019-08-18,2019-12-16,
595774,2019-06-19,2019-10-17,
7363758,2019-12-16,2020-04-14,
13761737,2019-12-16,2020-04-14,
13761737,2019-10-17,2020-02-14,
2205288,2019-12-16,2020-04-14,
4522842,2019-12-16,2020-04-14,
4522842,2019-10-17,2020-02-14,
24907857,2019-12-23,2020-04-21,
24907857,2019-10-24,2020-02-21,
24907857,2019-08-25,2019-12-23,
12011058,2019-12-23,2020-04-21,
11030437,2019-12-23,2020-04-21,
6637618,2020-01-06,2020-05-05,
30043698,2020-01-13,2020-05-12,
1960721,2020-01-20,2020-05-19,
1960721,2019-11-21,2020-03-20,
1960721,2019-09-22,2020-01-20,
1960721,2019-07-24,2019-11-21,
1960721,2019-05-25,2019-09-22,
1960721,2019-03-26,2019-07-24,
1960721,2019-01-25,2019-05-25,
1960721,2018-11-26,2019-03-26,
6811562,2020-01-27,2020-05-26,
6811562,2019-11-28,2020-03-27,
6811562,2019-09-29,2020-01-27,
6811562,2019-07-31,2019-11-28,
6811562,2019-06-01,2019-09-29,
6811562,2019-04-02,2019-07-31,
6811562,2019-02-01,2019-06-01,
6900999,2020-02-03,2020-06-02,
6900999,2019-12-05,2020-04-03,
6900999,2019-10-06,2020-02-03,
6900999,2019-08-07,2019-12-05,
6900999,2019-06-08,2019-10-06,
6900999,2019-04-09,2019-08-07,
6900999,2019-02-08,2019-06-08,
6900999,2018-12-10,2019-04-09,
6900999,2018-10-11,2019-02-08,
6900999,2018-08-12,2018-12-10,
6900999,2018-06-13,2018-10-11,
6900999,2018-04-14,2018-08-12,
51711739,2020-02-10,2020-06-09,
51711739,2019-12-12,2020-04-10,
51711739,2019-10-13,2020-02-10,
51711739,2019-08-14,2019-12-12,
51711739,2019-06-15,2019-10-13,
14976422,2020-02-10,2020-06-09,
2760084,2020-02-17,2020-06-16,
17152264,2020-02-24,2020-06-23,
4949354,2020-02-24,2020-06-23,
40995790,2020-04-06,2020-08-04,
40995790,2020-02-06,2020-06-05,
40995790,2019-12-08,2020-04-06,
1721873,2020-04-20,2020-08-18,
1721873,2020-02-20,2020-06-19,
1721873,2019-12-22,2020-04-20,
1721873,2019-10-23,2020-02-20,
658597,2020-04-27,2020-08-25,
658597,2020-02-27,2020-06-26,
658597,2019-12-29,2020-04-27,
658597,2019-10-30,2020-02-27,
658597,2019-08-31,2019-12-29,
658597,2019-07-02,2019-10-30,
658597,2019-05-03,2019-08-31,
39497939,2020-05-11,2020-09-08,
39497939,2020-03-12,2020-07-10,
39497939,2020-01-12,2020-05-11,
39497939,2019-11-13,2020-03-12,
39497939,2019-09-14,2020-01-12,
39497939,2019-07-16,2019-11-13,
1400247,2020-05-11,2020-09-08,
1400247,2020-03-12,2020-07-10,
1400247,2020-01-12,2020-05-11,
1400247,2019-11-13,2020-03-12,
1400247,2019-09-14,2020-01-12,
1400247,2019-07-16,2019-11-13,
1400247,2019-05-17,2019-09-14,
1400247,2019-03-18,2019-07-16,
1400247,2019-01-17,2019-05-17,
1400247,2018-11-18,2019-03-18,
1400247,2018-09-19,2019-01-17,
1400247,2018-07-21,2018-11-18,
1400247,2018-05-22,2018-09-19,
1400247,2018-03-23,2018-07-21,
13346472,2020-05-11,2020-09-08,
13346472,2020-03-12,2020-07-10,
13346472,2020-01-12,2020-05-11,
13346472,2019-11-13,2020-03-12,
13346472,2019-09-14,2020-01-12,
13346472,2019-07-16,2019-11-13,
13346472,2019-05-17,2019-09-14,
34943494,2020-05-11,2020-09-08,
3478847,2020-05-18,2020-09-15,
8905380,2020-05-25,2020-09-22,
1208791,2020-06-01,2020-09-29,
1208791,2020-04-02,2020-07-31,
1208791,2020-02-02,2020-06-01,
1208791,2019-12-04,2020-04-02,
5998549,2020-06-15,2020-10-13,
5998549,2020-04-16,2020-08-14,
58712524,2020-06-22,2020-10-20,
58712524,2020-04-23,2020-08-21,
58712524,2020-02-23,2020-06-22,
58712524,2019-12-25,2020-04-23,
58712524,2019-10-26,2020-02-23,
26490000,2020-07-06,2020-11-03,
26490000,2020-05-07,2020-09-04,
26490000,2020-03-08,2020-07-06,
26490000,2020-01-08,2020-05-07,
62301809,2020-07-06,2020-11-03,
70544002,2020-07-13,2020-11-10,
21954664,2020-07-27,2020-11-24,
21954664,2020-05-28,2020-09-25,
21954664,2020-03-29,2020-07-27,
21954664,2020-01-29,2020-05-28,
582622,2020-07-27,2020-11-24,
6055037,2020-08-03,2020-12-01,
6035284,2020-08-17,2020-12-15,
6035284,2020-06-18,2020-10-16,
405346,2020-08-31,2020-12-29,
405346,2020-07-02,2020-10-30,
405346,2020-05-03,2020-08-31,
2577963,2020-08-31,2020-12-29,
51693147,2020-09-14,2021-01-12,
61438563,2020-09-28,2021-01-26,
61438563,2020-07-30,2020-11-27,
61438563,2020-05-31,2020-09-28,
61438563,2020-04-01,2020-07-30,
61438563,2020-02-01,2020-05-31,
31962564,2020-10-05,2021-02-02,
31962564,2020-08-06,2020-12-04,
36511035,2020-10-12,2021-02-09,
12632505,2020-10-12,2021-02-09,
55128822,2020-11-09,2021-03-09,
2375438,2020-11-09,2021-03-09,
16749003,2020-11-16,2021-03-16,
16749003,2020-09-17,2021-01-15,
42586848,2020-11-23,2021-03-23,
42586848,2020-09-24,2021-01-22,
42586848,2020-07-26,2020-11-23,
42586848,2020-05-27,2020-09-24,
4661021,2020-11-23,2021-03-23,
4661021,2020-09-24,2021-01-22,
4661021,2020-07-26,2020-11-23,
4661021,2020-05-27,2020-09-24,
73549313,2020-11-30,2021-03-30,
73549313,2020-10-01,2021-01-29,
1447600,2020-12-07,2021-04-06,
2358483,2020-12-21,2021-04-20,
2358483,2020-10-22,2021-02-19,
2358483,2020-08-23,2020-12-21,
2358483,2020-06-24,2020-10-22,
2358483,2020-04-25,2020-08-23,
2358483,2020-02-25,2020-06-24,
2358483,2019-12-27,2020-04-25,
2358483,2019-10-28,2020-02-25,
2358483,2019-08-29,2019-12-27,
2358483,2019-06-30,2019-10-28,
2358483,2019-05-01,2019-08-29,
2358483,2019-03-02,2019-06-30,
2358483,2019-01-01,2019-05-01,
2358483,2018-11-02,2019-03-02,
2358483,2018-09-03,2019-01-01,
2358483,2018-07-05,2018-11-02,
2358483,2018-05-06,2018-09-03,
7021552,2020-12-28,2021-04-27,
1117597,2021-01-25,2021-05-25,
1117597,2020-11-26,2021-03-26,
1117597,2020-09-27,2021-01-25,
1117597,2020-07-29,2020-11-26,
1117597,2020-05-30,2020-09-27,
1117597,2020-03-31,2020-07-29,
1117597,2020-01-31,2020-05-30,
1117597,2019-12-02,2020-03-31,
20148872,2021-02-08,2021-06-08,
47534937,2021-02-15,2021-06-15,
33237569,2021-05-10,2021-09-07,
33237569,2021-03-11,2021-07-09,
33237569,2021-01-10,2021-05-10,
33237569,2020-11-11,2021-03-11,
33237569,2020-09-12,2021-01-10,
33237569,2020-07-14,2020-11-11,
33237569,2020-05-15,2020-09-12,
33237569,2020-03-16,2020-07-14,
33237569,2020-01-16,2020-05-15,
33237569,2019-11-17,2020-03-16,
33237569,2019-09-18,2020-01-16,
33237569,2019-07-20,2019-11-17,
33237569,2019-05-21,2019-09-18,
33237569,2019-03-22,2019-07-20,
33237569,2019-01-21,2019-05-21,
33237569,2018-11-22,2019-03-22,
33237569,2018-09-23,2019-01-21,
33237569,2018-07-25,2018-11-22,
33237569,2018-05-26,2018-09-23,
33237569,2018-03-27,2018-07-25,
39497902,2021-05-31,2021-09-28,
39497902,2021-04-01,2021-07-30,
39497902,2021-01-31,2021-05-31,
39497902,2020-12-02,2021-04-01,
39497902,2020-10-03,2021-01-31,
39497902,2020-08-04,2020-12-02,
39497902,2020-06-05,2020-10-03,
39497902,2020-04-06,2020-08-04,
39497902,2020-02-06,2020-06-05,
39497902,2019-12-08,2020-04-06,
39497902,2019-10-09,2020-02-06,
39497902,2019-08-10,2019-12-08,
39497902,2019-06-11,2019-10-09,
39497902,2019-04-12,2019-08-10,
39497902,2019-02-11,2019-06-11,
39497902,2018-12-13,2019-04-12,
39497902,2018-10-14,2019-02-11,
39497902,2018-08-15,2018-12-13,
39497902,2018-06-16,2018-10-14,
39497902,2018-04-17,2018-08-15,
4411489,2021-03-22,2021-07-20,
4411489,2021-01-21,2021-05-21,
4411489,2020-11-22,2021-03-22,
4411489,2020-09-23,2021-01-21,
4411489,2020-07-25,2020-11-22,
4411489,2020-05-26,2020-09-23,
4411489,2020-03-27,2020-07-25,
4411489,2020-01-27,2020-05-26,
4411489,2019-11-28,2020-03-27,
4411489,2019-09-29,2020-01-27,
4411489,2019-07-31,2019-11-28,
4411489,2019-06-01,2019-09-29,
4411489,2019-04-02,2019-07-31,
4411489,2019-02-01,2019-06-01,
4411489,2018-12-03,2019-04-02,
4411489,2018-10-04,2019-02-01,
17039389,2021-05-31,2021-09-28,
17039389,2021-04-01,2021-07-30,
17039389,2021-01-31,2021-05-31,
17039389,2020-12-02,2021-04-01,
17039389,2020-10-03,2021-01-31,
17039389,2020-08-04,2020-12-02,
17039389,2020-06-05,2020-10-03,
17039389,2020-04-06,2020-08-04,
17039389,2020-02-06,2020-06-05,
17039389,2019-12-08,2020-04-06,
17039389,2019-10-09,2020-02-06,
17039389,2019-08-10,2019-12-08,
49699333,2021-04-19,2021-08-17,
49699333,2021-02-18,2021-06-18,
49699333,2020-12-20,2021-04-19,
49699333,2020-10-21,2021-02-18,
49699333,2020-08-22,2020-12-20,
49699333,2020-06-23,2020-10-21,
49699333,2020-04-24,2020-08-22,
49699333,2020-02-24,2020-06-23,
49699333,2019-12-26,2020-04-24,
49699333,2019-10-27,2020-02-24,
49699333,2019-08-28,2019-12-26,
10477073,2021-04-19,2021-08-17,
10477073,2021-02-18,2021-06-18,
10477073,2020-12-20,2021-04-19,
10477073,2020-10-21,2021-02-18,
10477073,2020-08-22,2020-12-20,
10477073,2020-06-23,2020-10-21,
10477073,2020-04-24,2020-08-22,
10477073,2020-02-24,2020-06-23,
10477073,2019-12-26,2020-04-24,
10477073,2019-10-27,2020-02-24,
61449322,2021-05-10,2021-09-07,
61449322,2021-03-11,2021-07-09,
61449322,2021-01-10,2021-05-10,
61449322,2020-11-11,2021-03-11,
61449322,2020-09-12,2021-01-10,
61449322,2020-07-14,2020-11-11,
61449322,2020-05-15,2020-09-12,
61449322,2020-03-16,2020-07-14,
61449322,2020-01-16,2020-05-15,
52183359,2021-05-31,2021-09-28,
52183359,2021-04-01,2021-07-30,
52183359,2021-01-31,2021-05-31,
52183359,2020-12-02,2021-04-01,
52183359,2020-10-03,2021-01-31,
52183359,2020-08-04,2020-12-02,
52183359,2020-06-05,2020-10-03,
52183359,2020-04-06,2020-08-04,
51172624,2021-05-17,2021-09-14,
51172624,2021-03-18,2021-07-16,
51172624,2021-01-17,2021-05-17,
51172624,2020-11-18,2021-03-18,
51172624,2020-09-19,2021-01-17,
51172624,2020-07-21,2020-11-18,
51172624,2020-05-22,2020-09-19,
63862647,2021-04-19,2021-08-17,
63862647,2021-02-18,2021-06-18,
63862647,2020-12-20,2021-04-19,
63862647,2020-10-21,2021-02-18,
63862647,2020-08-22,2020-12-20,
63862647,2020-06-23,2020-10-21,
19235986,2021-05-31,2021-09-28,
19235986,2021-04-01,2021-07-30,
19235986,2021-01-31,2021-05-31,
19235986,2020-12-02,2021-04-01,
78067366,2021-05-03,2021-08-31,
78067366,2021-03-04,2021-07-02,
78067366,2021-01-03,2021-05-03,
1721873,2021-05-24,2021-09-21,
1721873,2021-03-25,2021-07-23,
1721873,2021-01-24,2021-05-24,
1721873,2020-11-25,2021-03-25,
12258001,2021-03-08,2021-07-06,
6748505,2021-05-10,2021-09-07,
6748505,2021-03-11,2021-07-09,
18013205,2021-03-22,2021-07-20,
5621432,2021-05-17,2021-09-14,
5621432,2021-03-18,2021-07-16,
1208791,2021-05-31,2021-09-28,
1208791,2021-04-01,2021-07-30,
3833456,2021-04-05,2021-08-03,
5893101,2021-04-12,2021-08-10,
36420198,2021-05-17,2021-09-14,
41898282,2021-05-31,2021-09-28,
39283302,2021-05-31,2021-09-28,
