user_id,start_day,end_day,
2179853,2019-05-01,2019-05-31,
2179853,2019-04-01,2019-05-01,
2179853,2019-03-02,2019-04-01,
70274,2019-07-14,2019-08-13,
70274,2019-06-14,2019-07-14,
10835742,2019-08-04,2019-09-03,
53812472,2019-08-11,2019-09-10,
6540837,2019-09-01,2019-10-01,
6540837,2019-08-02,2019-09-01,
6540837,2019-07-03,2019-08-02,
6540837,2019-06-03,2019-07-03,
6540837,2019-05-04,2019-06-03,
6540837,2019-04-04,2019-05-04,
4731542,2019-09-01,2019-10-01,
4731542,2019-08-02,2019-09-01,
4731542,2019-07-03,2019-08-02,
4731542,2019-06-03,2019-07-03,
1425269,2019-09-15,2019-10-15,
1425269,2019-08-16,2019-09-15,
1425269,2019-07-17,2019-08-16,
1425269,2019-06-17,2019-07-17,
1425269,2019-05-18,2019-06-17,
1425269,2019-04-18,2019-05-18,
1425269,2019-03-19,2019-04-18,
1425269,2019-02-17,2019-03-19,
1425269,2019-01-18,2019-02-17,
1425269,2018-12-19,2019-01-18,
1425269,2018-11-19,2018-12-19,
5285727,2019-09-22,2019-10-22,
5285727,2019-08-23,2019-09-22,
5285727,2019-07-24,2019-08-23,
5285727,2019-06-24,2019-07-24,
5888932,2019-10-06,2019-11-05,
5888932,2019-09-06,2019-10-06,
5888932,2019-08-07,2019-09-06,
5888932,2019-07-08,2019-08-07,
1470603,2019-10-06,2019-11-05,
18666312,2019-10-27,2019-11-26,
18666312,2019-09-27,2019-10-27,
18666312,2019-08-28,2019-09-27,
18666312,2019-07-29,2019-08-28,
18666312,2019-06-29,2019-07-29,
18666312,2019-05-30,2019-06-29,
18666312,2019-04-30,2019-05-30,
18666312,2019-03-31,2019-04-30,
36884713,2019-11-10,2019-12-10,
36884713,2019-10-11,2019-11-10,
2241676,2019-11-17,2019-12-17,
718384,2019-11-24,2019-12-24,
718384,2019-10-25,2019-11-24,
718384,2019-09-25,2019-10-25,
20482960,2019-12-01,2019-12-31,
20482960,2019-11-01,2019-12-01,
20482960,2019-10-02,2019-11-01,
20482960,2019-09-02,2019-10-02,
20482960,2019-08-03,2019-09-02,
20482960,2019-07-04,2019-08-03,
20482960,2019-06-04,2019-07-04,
20482960,2019-05-05,2019-06-04,
20482960,2019-04-05,2019-05-05,
20482960,2019-03-06,2019-04-05,
20482960,2019-02-04,2019-03-06,
20482960,2019-01-05,2019-02-04,
20482960,2018-12-06,2019-01-05,
20482960,2018-11-06,2018-12-06,
20482960,2018-10-07,2018-11-06,
20482960,2018-09-07,2018-10-07,
20482960,2018-08-08,2018-09-07,
20482960,2018-07-09,2018-08-08,
940521,2019-12-01,2019-12-31,
6035284,2019-12-08,2020-01-07,
6368040,2019-12-22,2020-01-21,
6368040,2019-11-22,2019-12-22,
6368040,2019-10-23,2019-11-22,
6368040,2019-09-23,2019-10-23,
26384082,2019-12-22,2020-01-21,
26384082,2019-11-22,2019-12-22,
26384082,2019-10-23,2019-11-22,
26384082,2019-09-23,2019-10-23,
2346494,2019-12-22,2020-01-21,
2346494,2019-11-22,2019-12-22,
2346494,2019-10-23,2019-11-22,
228859,2019-12-29,2020-01-28,
228859,2019-11-29,2019-12-29,
228859,2019-10-30,2019-11-29,
228859,2019-09-30,2019-10-30,
228859,2019-08-31,2019-09-30,
228859,2019-08-01,2019-08-31,
228859,2019-07-02,2019-08-01,
228859,2019-06-02,2019-07-02,
228859,2019-05-03,2019-06-02,
228859,2019-04-03,2019-05-03,
228859,2019-03-04,2019-04-03,
228859,2019-02-02,2019-03-04,
228859,2019-01-03,2019-02-02,
228859,2018-12-04,2019-01-03,
228859,2018-11-04,2018-12-04,
228859,2018-10-05,2018-11-04,
228859,2018-09-05,2018-10-05,
228859,2018-08-06,2018-09-05,
228859,2018-07-07,2018-08-06,
525590,2020-01-05,2020-02-04,
525590,2019-12-06,2020-01-05,
525590,2019-11-06,2019-12-06,
863327,2020-01-05,2020-02-04,
863327,2019-12-06,2020-01-05,
3056077,2020-01-05,2020-02-04,
8223335,2020-01-12,2020-02-11,
8223335,2019-12-13,2020-01-12,
8655789,2020-01-19,2020-02-18,
8655789,2019-12-20,2020-01-19,
8655789,2019-11-20,2019-12-20,
8655789,2019-10-21,2019-11-20,
8655789,2019-09-21,2019-10-21,
8655789,2019-08-22,2019-09-21,
8655789,2019-07-23,2019-08-22,
8655789,2019-06-23,2019-07-23,
8655789,2019-05-24,2019-06-23,
8655789,2019-04-24,2019-05-24,
8655789,2019-03-25,2019-04-24,
8655789,2019-02-23,2019-03-25,
8655789,2019-01-24,2019-02-23,
8655789,2018-12-25,2019-01-24,
8655789,2018-11-25,2018-12-25,
8655789,2018-10-26,2018-11-25,
8655789,2018-09-26,2018-10-26,
8655789,2018-08-27,2018-09-26,
8655789,2018-07-28,2018-08-27,
8655789,2018-06-28,2018-07-28,
9397454,2020-01-26,2020-02-25,
9397454,2019-12-27,2020-01-26,
9397454,2019-11-27,2019-12-27,
18707623,2020-02-09,2020-03-10,
18707623,2020-01-10,2020-02-09,
18707623,2019-12-11,2020-01-10,
18707623,2019-11-11,2019-12-11,
18707623,2019-10-12,2019-11-11,
5024543,2020-02-09,2020-03-10,
16749003,2020-02-23,2020-03-24,
16749003,2020-01-24,2020-02-23,
23654732,2020-03-08,2020-04-07,
23654732,2020-02-07,2020-03-08,
23654732,2020-01-08,2020-02-07,
23654732,2019-12-09,2020-01-08,
23654732,2019-11-09,2019-12-09,
4209122,2020-03-08,2020-04-07,
4209122,2020-02-07,2020-03-08,
595774,2020-03-15,2020-04-14,
595774,2020-02-14,2020-03-15,
595774,2020-01-15,2020-02-14,
595774,2019-12-16,2020-01-15,
595774,2019-11-16,2019-12-16,
595774,2019-10-17,2019-11-16,
595774,2019-09-17,2019-10-17,
595774,2019-08-18,2019-09-17,
7363758,2020-03-15,2020-04-14,
7363758,2020-02-14,2020-03-15,
13761737,2020-03-15,2020-04-14,
13761737,2020-02-14,2020-03-15,
13761737,2020-01-15,2020-02-14,
2205288,2020-03-15,2020-04-14,
2205288,2020-02-14,2020-03-15,
4522842,2020-03-15,2020-04-14,
4522842,2020-02-14,2020-03-15,
4522842,2020-01-15,2020-02-14,
4522842,2019-12-16,2020-01-15,
24907857,2020-03-22,2020-04-21,
24907857,2020-02-21,2020-03-22,
24907857,2020-01-22,2020-02-21,
24907857,2019-12-23,2020-01-22,
24907857,2019-11-23,2019-12-23,
12011058,2020-03-22,2020-04-21,
11030437,2020-03-22,2020-04-21,
6637618,2020-04-05,2020-05-05,
30043698,2020-04-12,2020-05-12,
1960721,2020-04-19,2020-05-19,
1960721,2020-03-20,2020-04-19,
1960721,2020-02-19,2020-03-20,
1960721,2020-01-20,2020-02-19,
1960721,2019-12-21,2020-01-20,
1960721,2019-11-21,2019-12-21,
1960721,2019-10-22,2019-11-21,
1960721,2019-09-22,2019-10-22,
1960721,2019-08-23,2019-09-22,
1960721,2019-07-24,2019-08-23,
1960721,2019-06-24,2019-07-24,
1960721,2019-05-25,2019-06-24,
1960721,2019-04-25,2019-05-25,
1960721,2019-03-26,2019-04-25,
1960721,2019-02-24,2019-03-26,
6811562,2020-04-26,2020-05-26,
6811562,2020-03-27,2020-04-26,
6811562,2020-02-26,2020-03-27,
6811562,2020-01-27,2020-02-26,
6811562,2019-12-28,2020-01-27,
6811562,2019-11-28,2019-12-28,
6811562,2019-10-29,2019-11-28,
6811562,2019-09-29,2019-10-29,
6811562,2019-08-30,2019-09-29,
6811562,2019-07-31,2019-08-30,
6811562,2019-07-01,2019-07-31,
6811562,2019-06-01,2019-07-01,
6811562,2019-05-02,2019-06-01,
6811562,2019-04-02,2019-05-02,
6900999,2020-05-03,2020-06-02,
6900999,2020-04-03,2020-05-03,
6900999,2020-03-04,2020-04-03,
6900999,2020-02-03,2020-03-04,
6900999,2020-01-04,2020-02-03,
6900999,2019-12-05,2020-01-04,
6900999,2019-11-05,2019-12-05,
6900999,2019-10-06,2019-11-05,
6900999,2019-09-06,2019-10-06,
6900999,2019-08-07,2019-09-06,
6900999,2019-07-08,2019-08-07,
6900999,2019-06-08,2019-07-08,
6900999,2019-05-09,2019-06-08,
6900999,2019-04-09,2019-05-09,
6900999,2019-03-10,2019-04-09,
6900999,2019-02-08,2019-03-10,
6900999,2019-01-09,2019-02-08,
6900999,2018-12-10,2019-01-09,
6900999,2018-11-10,2018-12-10,
6900999,2018-10-11,2018-11-10,
6900999,2018-09-11,2018-10-11,
6900999,2018-08-12,2018-09-11,
6900999,2018-07-13,2018-08-12,
6900999,2018-06-13,2018-07-13,
51711739,2020-05-10,2020-06-09,
51711739,2020-04-10,2020-05-10,
51711739,2020-03-11,2020-04-10,
51711739,2020-02-10,2020-03-11,
51711739,2020-01-11,2020-02-10,
51711739,2019-12-12,2020-01-11,
51711739,2019-11-12,2019-12-12,
51711739,2019-10-13,2019-11-12,
51711739,2019-09-13,2019-10-13,
51711739,2019-08-14,2019-09-13,
14976422,2020-05-10,2020-06-09,
2760084,2020-05-17,2020-06-16,
17152264,2020-05-24,2020-06-23,
4949354,2020-05-24,2020-06-23,
40995790,2020-07-05,2020-08-04,
40995790,2020-06-05,2020-07-05,
40995790,2020-05-06,2020-06-05,
40995790,2020-04-06,2020-05-06,
40995790,2020-03-07,2020-04-06,
1721873,2020-07-19,2020-08-18,
1721873,2020-06-19,2020-07-19,
1721873,2020-05-20,2020-06-19,
1721873,2020-04-20,2020-05-20,
1721873,2020-03-21,2020-04-20,
1721873,2020-02-20,2020-03-21,
1721873,2020-01-21,2020-02-20,
658597,2020-07-26,2020-08-25,
658597,2020-06-26,2020-07-26,
658597,2020-05-27,2020-06-26,
658597,2020-04-27,2020-05-27,
658597,2020-03-28,2020-04-27,
658597,2020-02-27,2020-03-28,
658597,2020-01-28,2020-02-27,
658597,2019-12-29,2020-01-28,
658597,2019-11-29,2019-12-29,
658597,2019-10-30,2019-11-29,
658597,2019-09-30,2019-10-30,
658597,2019-08-31,2019-09-30,
658597,2019-08-01,2019-08-31,
39497939,2020-08-09,2020-09-08,
39497939,2020-07-10,2020-08-09,
39497939,2020-06-10,2020-07-10,
39497939,2020-05-11,2020-06-10,
39497939,2020-04-11,2020-05-11,
39497939,2020-03-12,2020-04-11,
39497939,2020-02-11,2020-03-12,
39497939,2020-01-12,2020-02-11,
39497939,2019-12-13,2020-01-12,
39497939,2019-11-13,2019-12-13,
39497939,2019-10-14,2019-11-13,
1400247,2020-08-09,2020-09-08,
1400247,2020-07-10,2020-08-09,
1400247,2020-06-10,2020-07-10,
1400247,2020-05-11,2020-06-10,
1400247,2020-04-11,2020-05-11,
1400247,2020-03-12,2020-04-11,
1400247,2020-02-11,2020-03-12,
1400247,2020-01-12,2020-02-11,
1400247,2019-12-13,2020-01-12,
1400247,2019-11-13,2019-12-13,
1400247,2019-10-14,2019-11-13,
1400247,2019-09-14,2019-10-14,
1400247,2019-08-15,2019-09-14,
1400247,2019-07-16,2019-08-15,
1400247,2019-06-16,2019-07-16,
1400247,2019-05-17,2019-06-16,
1400247,2019-04-17,2019-05-17,
1400247,2019-03-18,2019-04-17,
1400247,2019-02-16,2019-03-18,
1400247,2019-01-17,2019-02-16,
1400247,2018-12-18,2019-01-17,
1400247,2018-11-18,2018-12-18,
1400247,2018-10-19,2018-11-18,
1400247,2018-09-19,2018-10-19,
1400247,2018-08-20,2018-09-19,
1400247,2018-07-21,2018-08-20,
1400247,2018-06-21,2018-07-21,
13346472,2020-08-09,2020-09-08,
13346472,2020-07-10,2020-08-09,
13346472,2020-06-10,2020-07-10,
13346472,2020-05-11,2020-06-10,
13346472,2020-04-11,2020-05-11,
13346472,2020-03-12,2020-04-11,
13346472,2020-02-11,2020-03-12,
13346472,2020-01-12,2020-02-11,
13346472,2019-12-13,2020-01-12,
13346472,2019-11-13,2019-12-13,
13346472,2019-10-14,2019-11-13,
13346472,2019-09-14,2019-10-14,
13346472,2019-08-15,2019-09-14,
34943494,2020-08-09,2020-09-08,
3478847,2020-08-16,2020-09-15,
3478847,2020-07-17,2020-08-16,
8905380,2020-08-23,2020-09-22,
8905380,2020-07-24,2020-08-23,
1208791,2020-08-30,2020-09-29,
1208791,2020-07-31,2020-08-30,
1208791,2020-07-01,2020-07-31,
1208791,2020-06-01,2020-07-01,
1208791,2020-05-02,2020-06-01,
1208791,2020-04-02,2020-05-02,
1208791,2020-03-03,2020-04-02,
1208791,2020-02-02,2020-03-03,
5998549,2020-09-13,2020-10-13,
5998549,2020-08-14,2020-09-13,
5998549,2020-07-15,2020-08-14,
5998549,2020-06-15,2020-07-15,
58712524,2020-09-20,2020-10-20,
58712524,2020-08-21,2020-09-20,
58712524,2020-07-22,2020-08-21,
58712524,2020-06-22,2020-07-22,
58712524,2020-05-23,2020-06-22,
58712524,2020-04-23,2020-05-23,
58712524,2020-03-24,2020-04-23,
58712524,2020-02-23,2020-03-24,
58712524,2020-01-24,2020-02-23,
58712524,2019-12-25,2020-01-24,
26490000,2020-10-04,2020-11-03,
26490000,2020-09-04,2020-10-04,
26490000,2020-08-05,2020-09-04,
26490000,2020-07-06,2020-08-05,
26490000,2020-06-06,2020-07-06,
26490000,2020-05-07,2020-06-06,
26490000,2020-04-07,2020-05-07,
62301809,2020-10-04,2020-11-03,
62301809,2020-09-04,2020-10-04,
70544002,2020-10-11,2020-11-10,
21954664,2020-10-25,2020-11-24,
21954664,2020-09-25,2020-10-25,
21954664,2020-08-26,2020-09-25,
21954664,2020-07-27,2020-08-26,
21954664,2020-06-27,2020-07-27,
21954664,2020-05-28,2020-06-27,
21954664,2020-04-28,2020-05-28,
21954664,2020-03-29,2020-04-28,
582622,2020-10-25,2020-11-24,
6055037,2020-11-01,2020-12-01,
6035284,2020-11-15,2020-12-15,
6035284,2020-10-16,2020-11-15,
6035284,2020-09-16,2020-10-16,
6035284,2020-08-17,2020-09-16,
405346,2020-11-29,2020-12-29,
405346,2020-10-30,2020-11-29,
405346,2020-09-30,2020-10-30,
405346,2020-08-31,2020-09-30,
405346,2020-08-01,2020-08-31,
2577963,2020-11-29,2020-12-29,
2577963,2020-10-30,2020-11-29,
51693147,2020-12-13,2021-01-12,
61438563,2020-12-27,2021-01-26,
61438563,2020-11-27,2020-12-27,
61438563,2020-10-28,2020-11-27,
61438563,2020-09-28,2020-10-28,
61438563,2020-08-29,2020-09-28,
61438563,2020-07-30,2020-08-29,
61438563,2020-06-30,2020-07-30,
61438563,2020-05-31,2020-06-30,
61438563,2020-05-01,2020-05-31,
61438563,2020-04-01,2020-05-01,
31962564,2021-01-03,2021-02-02,
31962564,2020-12-04,2021-01-03,
31962564,2020-11-04,2020-12-04,
31962564,2020-10-05,2020-11-04,
36511035,2021-01-10,2021-02-09,
12632505,2021-01-10,2021-02-09,
55128822,2021-02-07,2021-03-09,
2375438,2021-02-07,2021-03-09,
16749003,2021-02-14,2021-03-16,
16749003,2021-01-15,2021-02-14,
16749003,2020-12-16,2021-01-15,
16749003,2020-11-16,2020-12-16,
42586848,2021-02-21,2021-03-23,
42586848,2021-01-22,2021-02-21,
42586848,2020-12-23,2021-01-22,
42586848,2020-11-23,2020-12-23,
42586848,2020-10-24,2020-11-23,
42586848,2020-09-24,2020-10-24,
42586848,2020-08-25,2020-09-24,
42586848,2020-07-26,2020-08-25,
4661021,2021-02-21,2021-03-23,
4661021,2021-01-22,2021-02-21,
4661021,2020-12-23,2021-01-22,
4661021,2020-11-23,2020-12-23,
4661021,2020-10-24,2020-11-23,
4661021,2020-09-24,2020-10-24,
4661021,2020-08-25,2020-09-24,
73549313,2021-02-28,2021-03-30,
73549313,2021-01-29,2021-02-28,
73549313,2020-12-30,2021-01-29,
73549313,2020-11-30,2020-12-30,
1447600,2021-03-07,2021-04-06,
1447600,2021-02-05,2021-03-07,
2358483,2021-03-21,2021-04-20,
2358483,2021-02-19,2021-03-21,
2358483,2021-01-20,2021-02-19,
2358483,2020-12-21,2021-01-20,
2358483,2020-11-21,2020-12-21,
2358483,2020-10-22,2020-11-21,
2358483,2020-09-22,2020-10-22,
2358483,2020-08-23,2020-09-22,
2358483,2020-07-24,2020-08-23,
2358483,2020-06-24,2020-07-24,
2358483,2020-05-25,2020-06-24,
2358483,2020-04-25,2020-05-25,
2358483,2020-03-26,2020-04-25,
2358483,2020-02-25,2020-03-26,
2358483,2020-01-26,2020-02-25,
2358483,2019-12-27,2020-01-26,
2358483,2019-11-27,2019-12-27,
2358483,2019-10-28,2019-11-27,
2358483,2019-09-28,2019-10-28,
2358483,2019-08-29,2019-09-28,
2358483,2019-07-30,2019-08-29,
2358483,2019-06-30,2019-07-30,
2358483,2019-05-31,2019-06-30,
2358483,2019-05-01,2019-05-31,
2358483,2019-04-01,2019-05-01,
2358483,2019-03-02,2019-04-01,
2358483,2019-01-31,2019-03-02,
2358483,2019-01-01,2019-01-31,
2358483,2018-12-02,2019-01-01,
2358483,2018-11-02,2018-12-02,
2358483,2018-10-03,2018-11-02,
2358483,2018-09-03,2018-10-03,
2358483,2018-08-04,2018-09-03,
2358483,2018-07-05,2018-08-04,
7021552,2021-03-28,2021-04-27,
1117597,2021-04-25,2021-05-25,
1117597,2021-03-26,2021-04-25,
1117597,2021-02-24,2021-03-26,
1117597,2021-01-25,2021-02-24,
1117597,2020-12-26,2021-01-25,
1117597,2020-11-26,2020-12-26,
1117597,2020-10-27,2020-11-26,
1117597,2020-09-27,2020-10-27,
1117597,2020-08-28,2020-09-27,
1117597,2020-07-29,2020-08-28,
1117597,2020-06-29,2020-07-29,
1117597,2020-05-30,2020-06-29,
1117597,2020-04-30,2020-05-30,
1117597,2020-03-31,2020-04-30,
1117597,2020-03-01,2020-03-31,
20148872,2021-05-09,2021-06-08,
47534937,2021-05-16,2021-06-15,
33237569,2021-08-08,2021-09-07,
33237569,2021-07-09,2021-08-08,
33237569,2021-06-09,2021-07-09,
33237569,2021-05-10,2021-06-09,
33237569,2021-04-10,2021-05-10,
33237569,2021-03-11,2021-04-10,
33237569,2021-02-09,2021-03-11,
33237569,2021-01-10,2021-02-09,
33237569,2020-12-11,2021-01-10,
33237569,2020-11-11,2020-12-11,
33237569,2020-10-12,2020-11-11,
33237569,2020-09-12,2020-10-12,
33237569,2020-08-13,2020-09-12,
33237569,2020-07-14,2020-08-13,
33237569,2020-06-14,2020-07-14,
33237569,2020-05-15,2020-06-14,
33237569,2020-04-15,2020-05-15,
33237569,2020-03-16,2020-04-15,
33237569,2020-02-15,2020-03-16,
33237569,2020-01-16,2020-02-15,
33237569,2019-12-17,2020-01-16,
33237569,2019-11-17,2019-12-17,
33237569,2019-10-18,2019-11-17,
33237569,2019-09-18,2019-10-18,
33237569,2019-08-19,2019-09-18,
33237569,2019-07-20,2019-08-19,
33237569,2019-06-20,2019-07-20,
33237569,2019-05-21,2019-06-20,
33237569,2019-04-21,2019-05-21,
33237569,2019-03-22,2019-04-21,
33237569,2019-02-20,2019-03-22,
33237569,2019-01-21,2019-02-20,
33237569,2018-12-22,2019-01-21,
33237569,2018-11-22,2018-12-22,
33237569,2018-10-23,2018-11-22,
33237569,2018-09-23,2018-10-23,
33237569,2018-08-24,2018-09-23,
33237569,2018-07-25,2018-08-24,
33237569,2018-06-25,2018-07-25,
39497902,2021-08-29,2021-09-28,
39497902,2021-07-30,2021-08-29,
39497902,2021-06-30,2021-07-30,
39497902,2021-05-31,2021-06-30,
39497902,2021-05-01,2021-05-31,
39497902,2021-04-01,2021-05-01,
39497902,2021-03-02,2021-04-01,
39497902,2021-01-31,2021-03-02,
39497902,2021-01-01,2021-01-31,
39497902,2020-12-02,2021-01-01,
39497902,2020-11-02,2020-12-02,
39497902,2020-10-03,2020-11-02,
39497902,2020-09-03,2020-10-03,
39497902,2020-08-04,2020-09-03,
39497902,2020-07-05,2020-08-04,
39497902,2020-06-05,2020-07-05,
39497902,2020-05-06,2020-06-05,
39497902,2020-04-06,2020-05-06,
39497902,2020-03-07,2020-04-06,
39497902,2020-02-06,2020-03-07,
39497902,2020-01-07,2020-02-06,
39497902,2019-12-08,2020-01-07,
39497902,2019-11-08,2019-12-08,
39497902,2019-10-09,2019-11-08,
39497902,2019-09-09,2019-10-09,
39497902,2019-08-10,2019-09-09,
39497902,2019-07-11,2019-08-10,
39497902,2019-06-11,2019-07-11,
39497902,2019-05-12,2019-06-11,
39497902,2019-04-12,2019-05-12,
39497902,2019-03-13,2019-04-12,
39497902,2019-02-11,2019-03-13,
39497902,2019-01-12,2019-02-11,
39497902,2018-12-13,2019-01-12,
39497902,2018-11-13,2018-12-13,
39497902,2018-10-14,2018-11-13,
39497902,2018-09-14,2018-10-14,
39497902,2018-08-15,2018-09-14,
39497902,2018-07-16,2018-08-15,
4411489,2021-06-20,2021-07-20,
4411489,2021-05-21,2021-06-20,
4411489,2021-04-21,2021-05-21,
4411489,2021-03-22,2021-04-21,
4411489,2021-02-20,2021-03-22,
4411489,2021-01-21,2021-02-20,
4411489,2020-12-22,2021-01-21,
4411489,2020-11-22,2020-12-22,
4411489,2020-10-23,2020-11-22,
4411489,2020-09-23,2020-10-23,
4411489,2020-08-24,2020-09-23,
4411489,2020-07-25,2020-08-24,
4411489,2020-06-25,2020-07-25,
4411489,2020-05-26,2020-06-25,
4411489,2020-04-26,2020-05-26,
4411489,2020-03-27,2020-04-26,
4411489,2020-02-26,2020-03-27,
4411489,2020-01-27,2020-02-26,
4411489,2019-12-28,2020-01-27,
4411489,2019-11-28,2019-12-28,
4411489,2019-10-29,2019-11-28,
4411489,2019-09-29,2019-10-29,
4411489,2019-08-30,2019-09-29,
4411489,2019-07-31,2019-08-30,
4411489,2019-07-01,2019-07-31,
4411489,2019-06-01,2019-07-01,
4411489,2019-05-02,2019-06-01,
4411489,2019-04-02,2019-05-02,
4411489,2019-03-03,2019-04-02,
4411489,2019-02-01,2019-03-03,
4411489,2019-01-02,2019-02-01,
17039389,2021-08-29,2021-09-28,
17039389,2021-07-30,2021-08-29,
17039389,2021-06-30,2021-07-30,
17039389,2021-05-31,2021-06-30,
17039389,2021-05-01,2021-05-31,
17039389,2021-04-01,2021-05-01,
17039389,2021-03-02,2021-04-01,
17039389,2021-01-31,2021-03-02,
17039389,2021-01-01,2021-01-31,
17039389,2020-12-02,2021-01-01,
17039389,2020-11-02,2020-12-02,
17039389,2020-10-03,2020-11-02,
17039389,2020-09-03,2020-10-03,
17039389,2020-08-04,2020-09-03,
17039389,2020-07-05,2020-08-04,
17039389,2020-06-05,2020-07-05,
17039389,2020-05-06,2020-06-05,
17039389,2020-04-06,2020-05-06,
17039389,2020-03-07,2020-04-06,
17039389,2020-02-06,2020-03-07,
17039389,2020-01-07,2020-02-06,
17039389,2019-12-08,2020-01-07,
17039389,2019-11-08,2019-12-08,
17039389,2019-10-09,2019-11-08,
49699333,2021-07-18,2021-08-17,
49699333,2021-06-18,2021-07-18,
49699333,2021-05-19,2021-06-18,
49699333,2021-04-19,2021-05-19,
49699333,2021-03-20,2021-04-19,
49699333,2021-02-18,2021-03-20,
49699333,2021-01-19,2021-02-18,
49699333,2020-12-20,2021-01-19,
49699333,2020-11-20,2020-12-20,
49699333,2020-10-21,2020-11-20,
49699333,2020-09-21,2020-10-21,
49699333,2020-08-22,2020-09-21,
49699333,2020-07-23,2020-08-22,
49699333,2020-06-23,2020-07-23,
49699333,2020-05-24,2020-06-23,
49699333,2020-04-24,2020-05-24,
49699333,2020-03-25,2020-04-24,
49699333,2020-02-24,2020-03-25,
49699333,2020-01-25,2020-02-24,
49699333,2019-12-26,2020-01-25,
49699333,2019-11-26,2019-12-26,
49699333,2019-10-27,2019-11-26,
10477073,2021-07-18,2021-08-17,
10477073,2021-06-18,2021-07-18,
10477073,2021-05-19,2021-06-18,
10477073,2021-04-19,2021-05-19,
10477073,2021-03-20,2021-04-19,
10477073,2021-02-18,2021-03-20,
10477073,2021-01-19,2021-02-18,
10477073,2020-12-20,2021-01-19,
10477073,2020-11-20,2020-12-20,
10477073,2020-10-21,2020-11-20,
10477073,2020-09-21,2020-10-21,
10477073,2020-08-22,2020-09-21,
10477073,2020-07-23,2020-08-22,
10477073,2020-06-23,2020-07-23,
10477073,2020-05-24,2020-06-23,
10477073,2020-04-24,2020-05-24,
10477073,2020-03-25,2020-04-24,
10477073,2020-02-24,2020-03-25,
10477073,2020-01-25,2020-02-24,
10477073,2019-12-26,2020-01-25,
61449322,2021-08-08,2021-09-07,
61449322,2021-07-09,2021-08-08,
61449322,2021-06-09,2021-07-09,
61449322,2021-05-10,2021-06-09,
61449322,2021-04-10,2021-05-10,
61449322,2021-03-11,2021-04-10,
61449322,2021-02-09,2021-03-11,
61449322,2021-01-10,2021-02-09,
61449322,2020-12-11,2021-01-10,
61449322,2020-11-11,2020-12-11,
61449322,2020-10-12,2020-11-11,
61449322,2020-09-12,2020-10-12,
61449322,2020-08-13,2020-09-12,
61449322,2020-07-14,2020-08-13,
61449322,2020-06-14,2020-07-14,
61449322,2020-05-15,2020-06-14,
61449322,2020-04-15,2020-05-15,
61449322,2020-03-16,2020-04-15,
52183359,2021-08-29,2021-09-28,
52183359,2021-07-30,2021-08-29,
52183359,2021-06-30,2021-07-30,
52183359,2021-05-31,2021-06-30,
52183359,2021-05-01,2021-05-31,
52183359,2021-04-01,2021-05-01,
52183359,2021-03-02,2021-04-01,
52183359,2021-01-31,2021-03-02,
52183359,2021-01-01,2021-01-31,
52183359,2020-12-02,2021-01-01,
52183359,2020-11-02,2020-12-02,
52183359,2020-10-03,2020-11-02,
52183359,2020-09-03,2020-10-03,
52183359,2020-08-04,2020-09-03,
52183359,2020-07-05,2020-08-04,
52183359,2020-06-05,2020-07-05,
51172624,2021-08-15,2021-09-14,
51172624,2021-07-16,2021-08-15,
51172624,2021-06-16,2021-07-16,
51172624,2021-05-17,2021-06-16,
51172624,2021-04-17,2021-05-17,
