user id,start day,end day,days,is_churner,
1013421,2019-08-13,2019-08-13,0,1,
51673035,2019-08-13,2019-08-13,0,1,
2052449,2019-08-20,2019-08-20,0,1,
51172624,2019-06-11,2019-08-20,70,1,
51378244,2019-06-18,2019-08-20,63,1,
33153091,2019-07-02,2019-08-20,49,1,
3246445,2019-07-23,2019-08-20,28,1,
7478859,2019-07-30,2019-08-20,21,1,
8201580,2019-08-13,2019-08-20,7,1,
20265321,2019-08-20,2019-08-20,0,1,
53542053,2019-08-20,2019-08-20,0,1,
6980238,2019-08-20,2019-08-20,0,1,
24883837,2019-08-20,2019-08-20,0,1,
10778111,2019-07-16,2019-08-27,42,1,
18537688,2019-07-23,2019-08-27,35,1,
45159179,2019-06-25,2019-08-27,63,1,
6854491,2019-06-25,2019-08-27,63,1,
313191,2019-07-23,2019-08-27,35,1,
12020278,2019-08-13,2019-08-27,14,1,
11608953,2019-08-20,2019-08-27,7,1,
30065079,2019-08-27,2019-08-27,0,1,
26640201,2019-08-27,2019-08-27,0,1,
7785756,2019-08-27,2019-08-27,0,1,
47946751,2019-08-27,2019-08-27,0,1,
20970226,2019-08-27,2019-08-27,0,1,
287089,2019-08-27,2019-08-27,0,1,
2902390,2019-08-27,2019-08-27,0,1,
7058308,2019-08-27,2019-08-27,0,1,
44294991,2019-08-27,2019-08-27,0,1,
4492809,2018-06-12,2019-09-03,448,1,
1117597,2019-09-03,2019-09-03,0,1,
125752,2019-05-07,2019-09-03,119,1,
4297204,2019-07-23,2019-09-03,42,1,
9658781,2019-09-03,2019-09-03,0,1,
4393655,2019-07-02,2019-09-03,63,1,
502371,2019-07-16,2019-09-03,49,1,
28134296,2019-08-27,2019-09-03,7,1,
52413238,2019-08-27,2019-09-03,7,1,
31189702,2019-08-27,2019-09-03,7,1,
15033773,2019-08-27,2019-09-03,7,1,
33131266,2019-08-27,2019-09-03,7,1,
31234892,2019-09-03,2019-09-03,0,1,
15194702,2019-09-03,2019-09-03,0,1,
25985784,2019-09-03,2019-09-03,0,1,
18499119,2019-09-03,2019-09-03,0,1,
38705255,2019-09-03,2019-09-03,0,1,
12499895,2019-09-03,2019-09-03,0,1,
16060349,2019-09-03,2019-09-03,0,1,
329591,2019-09-03,2019-09-03,0,1,
20839734,2019-09-03,2019-09-03,0,1,
6272362,2019-09-03,2019-09-03,0,1,
16890972,2019-09-03,2019-09-03,0,1,
48763844,2019-09-03,2019-09-03,0,1,
1803970,2019-09-10,2019-09-10,0,1,
49397448,2019-06-11,2019-09-10,91,1,
22400245,2019-07-02,2019-09-10,70,1,
14793026,2019-07-16,2019-09-10,56,1,
40757147,2019-07-30,2019-09-10,42,1,
1447507,2019-08-13,2019-09-10,28,1,
1646690,2019-08-13,2019-09-10,28,1,
8537877,2019-08-13,2019-09-10,28,1,
15004460,2019-08-20,2019-09-10,21,1,
54407939,2019-08-27,2019-09-10,14,1,
11019190,2019-09-03,2019-09-10,7,1,
19599541,2019-09-10,2019-09-10,0,1,
1910918,2019-09-10,2019-09-10,0,1,
54020795,2019-09-10,2019-09-10,0,1,
5206489,2019-09-10,2019-09-10,0,1,
24894328,2019-09-10,2019-09-10,0,1,
4528832,2019-09-10,2019-09-10,0,1,
38546249,2019-09-10,2019-09-10,0,1,
49760517,2019-09-10,2019-09-10,0,1,
17712872,2019-09-10,2019-09-10,0,1,
22549127,2019-09-17,2019-09-17,0,1,
5582151,2018-08-28,2019-09-17,385,1,
479998,2019-07-30,2019-09-17,49,1,
12530856,2019-04-02,2019-09-17,168,1,
24239452,2019-06-04,2019-09-17,105,1,
47035943,2019-06-04,2019-09-17,105,1,
5612252,2019-06-18,2019-09-17,91,1,
52183359,2019-07-02,2019-09-17,77,1,
171075,2019-08-20,2019-09-17,28,1,
12961341,2019-09-03,2019-09-17,14,1,
639214,2019-09-03,2019-09-17,14,1,
26224290,2019-09-17,2019-09-17,0,1,
4520383,2019-09-17,2019-09-17,0,1,
26874494,2019-09-17,2019-09-17,0,1,
10137,2019-05-14,2019-09-24,133,1,
26931751,2019-09-17,2019-09-24,7,1,
5312198,2019-05-28,2019-09-24,119,1,
37936015,2019-08-20,2019-09-24,35,1,
6277851,2019-08-20,2019-09-24,35,1,
11044614,2019-09-17,2019-09-24,7,1,
11577281,2019-09-24,2019-09-24,0,1,
6104437,2019-09-24,2019-09-24,0,1,
236860,2019-09-24,2019-09-24,0,1,
1455590,2019-09-24,2019-09-24,0,1,
45064552,2019-09-24,2019-09-24,0,1,
4472046,2019-09-24,2019-09-24,0,1,
36593376,2019-09-24,2019-09-24,0,1,
356347,2019-09-24,2019-09-24,0,1,
4255480,2019-10-01,2019-10-01,0,1,
2512762,2019-09-17,2019-10-01,14,1,
9446801,2019-10-01,2019-10-01,0,1,
34395503,2019-06-11,2019-10-01,112,1,
5501191,2019-06-25,2019-10-01,98,1,
30757857,2019-07-23,2019-10-01,70,1,
357418,2019-07-30,2019-10-01,63,1,
1103731,2019-08-13,2019-10-01,49,1,
23336830,2019-09-10,2019-10-01,21,1,
8200952,2019-09-24,2019-10-01,7,1,
14379146,2019-09-24,2019-10-01,7,1,
3014897,2019-10-01,2019-10-01,0,1,
8229875,2019-10-01,2019-10-01,0,1,
10645526,2019-10-01,2019-10-01,0,1,
20668349,2019-10-01,2019-10-01,0,1,
1107931,2019-10-01,2019-10-01,0,1,
1673966,2019-10-01,2019-10-01,0,1,
3768993,2019-10-01,2019-10-01,0,1,
4592235,2019-10-01,2019-10-01,0,1,
41343236,2019-10-01,2019-10-01,0,1,
7363758,2019-05-14,2019-10-08,147,1,
2606035,2019-10-01,2019-10-08,7,1,
10503608,2019-10-08,2019-10-08,0,1,
2879617,2019-10-08,2019-10-08,0,1,
3965903,2019-10-08,2019-10-08,0,1,
29173641,2019-10-08,2019-10-08,0,1,
24759918,2019-10-08,2019-10-08,0,1,
14804124,2019-10-08,2019-10-08,0,1,
54908815,2019-10-08,2019-10-08,0,1,
18661467,2019-10-08,2019-10-08,0,1,
1907,2019-10-08,2019-10-08,0,1,
9605058,2019-10-08,2019-10-08,0,1,
55703192,2019-10-08,2019-10-08,0,1,
670556,2019-10-15,2019-10-15,0,1,
4715779,2019-09-24,2019-10-15,21,1,
7436938,2019-08-27,2019-10-15,49,1,
9855,2019-09-10,2019-10-15,35,1,
20209546,2019-10-08,2019-10-15,7,1,
20703213,2019-10-08,2019-10-15,7,1,
3533957,2019-10-15,2019-10-15,0,1,
1694964,2019-10-15,2019-10-15,0,1,
24804652,2019-10-15,2019-10-15,0,1,
25316920,2019-10-15,2019-10-15,0,1,
18213601,2019-10-15,2019-10-15,0,1,
7242935,2019-10-15,2019-10-15,0,1,
52911819,2019-10-15,2019-10-15,0,1,
52975225,2019-10-15,2019-10-15,0,1,
9523936,2019-10-15,2019-10-15,0,1,
4247845,2019-10-15,2019-10-15,0,1,
3478847,2019-10-22,2019-10-22,0,1,
52786222,2019-08-06,2019-10-22,77,1,
18494493,2019-08-13,2019-10-22,70,1,
7926657,2019-08-20,2019-10-22,63,1,
23187108,2019-09-03,2019-10-22,49,1,
829644,2019-09-24,2019-10-22,28,1,
53827131,2019-10-01,2019-10-22,21,1,
1633460,2019-10-15,2019-10-22,7,1,
2017148,2019-10-15,2019-10-22,7,1,
13750691,2019-10-22,2019-10-22,0,1,
2205288,2019-10-22,2019-10-22,0,1,
10985641,2019-10-22,2019-10-22,0,1,
4536583,2019-10-22,2019-10-22,0,1,
14311212,2019-10-22,2019-10-22,0,1,
8096575,2019-10-22,2019-10-22,0,1,
50416392,2019-10-22,2019-10-22,0,1,
3976753,2019-10-22,2019-10-22,0,1,
12827757,2019-10-22,2019-10-22,0,1,
1624522,2019-10-22,2019-10-22,0,1,
4341034,2019-10-22,2019-10-22,0,1,
6797716,2019-10-22,2019-10-22,0,1,
56708746,2019-10-22,2019-10-22,0,1,
22913295,2019-10-22,2019-10-22,0,1,
9373636,2019-10-22,2019-10-22,0,1,
2179853,2019-02-05,2019-10-29,266,1,
21148145,2019-10-22,2019-10-29,7,1,
12819460,2019-10-29,2019-10-29,0,1,
22605641,2019-07-16,2019-10-29,105,1,
1516634,2019-08-20,2019-10-29,70,1,
11009167,2019-09-10,2019-10-29,49,1,
8487569,2019-09-17,2019-10-29,42,1,
36706320,2019-10-01,2019-10-29,28,1,
8703207,2019-10-08,2019-10-29,21,1,
6556354,2019-10-08,2019-10-29,21,1,
417872,2019-10-22,2019-10-29,7,1,
4122476,2019-10-22,2019-10-29,7,1,
54411993,2019-10-29,2019-10-29,0,1,
7962654,2019-10-29,2019-10-29,0,1,
5464991,2019-10-29,2019-10-29,0,1,
38442944,2019-10-29,2019-10-29,0,1,
5615996,2019-10-29,2019-10-29,0,1,
24540862,2019-10-29,2019-10-29,0,1,
5422919,2019-10-29,2019-10-29,0,1,
2930596,2019-10-29,2019-10-29,0,1,
6848670,2019-10-29,2019-10-29,0,1,
4562436,2019-08-27,2019-11-05,70,1,
39490863,2019-09-17,2019-11-05,49,1,
13801078,2019-10-08,2019-11-05,28,1,
14331473,2019-10-29,2019-11-05,7,1,
168071,2019-10-29,2019-11-05,7,1,
1749309,2019-10-29,2019-11-05,7,1,
38393302,2019-10-29,2019-11-05,7,1,
6740689,2019-11-05,2019-11-05,0,1,
18696575,2019-11-05,2019-11-05,0,1,
8694829,2019-11-05,2019-11-05,0,1,
5069736,2019-11-05,2019-11-05,0,1,
2147666,2019-11-05,2019-11-05,0,1,
10294310,2019-11-05,2019-11-05,0,1,
16240134,2019-11-05,2019-11-05,0,1,
40868984,2019-11-05,2019-11-05,0,1,
1000570,2019-11-05,2019-11-05,0,1,
42053233,2019-11-05,2019-11-05,0,1,
12955079,2019-11-05,2019-11-05,0,1,
11204284,2019-11-05,2019-11-05,0,1,
57366749,2019-11-05,2019-11-05,0,1,
2905978,2019-11-12,2019-11-12,0,1,
634688,2019-07-30,2019-11-12,105,1,
15046660,2019-11-12,2019-11-12,0,1,
70274,2019-06-04,2019-11-12,161,1,
576608,2019-10-22,2019-11-12,21,1,
23291,2019-10-29,2019-11-12,14,1,
12813713,2019-10-29,2019-11-12,14,1,
12177913,2019-10-29,2019-11-12,14,1,
35039795,2019-11-12,2019-11-12,0,1,
2659123,2019-11-12,2019-11-12,0,1,
28398154,2019-11-12,2019-11-12,0,1,
25815766,2019-11-12,2019-11-12,0,1,
33811744,2019-11-12,2019-11-12,0,1,
22042825,2019-11-12,2019-11-12,0,1,
37895090,2019-11-12,2019-11-12,0,1,
2899501,2019-11-12,2019-11-12,0,1,
16735161,2019-11-12,2019-11-12,0,1,
1446829,2019-11-19,2019-11-19,0,1,
10203350,2019-11-19,2019-11-19,0,1,
13670774,2019-11-19,2019-11-19,0,1,
3709715,2019-08-27,2019-11-19,84,1,
13409732,2019-11-19,2019-11-19,0,1,
17918702,2019-11-19,2019-11-19,0,1,
8398819,2019-10-08,2019-11-19,42,1,
48142586,2019-10-22,2019-11-19,28,1,
28828606,2019-10-22,2019-11-19,28,1,
7251331,2019-11-12,2019-11-19,7,1,
3306233,2019-11-12,2019-11-19,7,1,
43244418,2019-11-12,2019-11-19,7,1,
14354171,2019-11-19,2019-11-19,0,1,
56073337,2019-11-19,2019-11-19,0,1,
6416014,2019-11-19,2019-11-19,0,1,
51739379,2019-11-19,2019-11-19,0,1,
53535087,2019-11-19,2019-11-19,0,1,
34034480,2019-11-19,2019-11-19,0,1,
822290,2019-11-19,2019-11-19,0,1,
20112921,2019-11-19,2019-11-19,0,1,
14945983,2019-11-19,2019-11-19,0,1,
29224443,2019-11-19,2019-11-19,0,1,
6637618,2019-11-19,2019-11-19,0,1,
7715425,2019-11-26,2019-11-26,0,1,
19150867,2019-11-26,2019-11-26,0,1,
11967792,2019-11-26,2019-11-26,0,1,
1241516,2019-08-06,2019-11-26,112,1,
29878050,2019-10-29,2019-11-26,28,1,
145115,2019-11-12,2019-11-26,14,1,
37187985,2019-11-19,2019-11-26,7,1,
1982751,2019-11-26,2019-11-26,0,1,
19541446,2019-11-26,2019-11-26,0,1,
509205,2019-11-26,2019-11-26,0,1,
4805827,2019-11-26,2019-11-26,0,1,
6719444,2019-11-26,2019-11-26,0,1,
7019620,2019-11-26,2019-11-26,0,1,
25406228,2019-11-26,2019-11-26,0,1,
33527463,2019-11-26,2019-11-26,0,1,
1842005,2019-11-26,2019-11-26,0,1,
1616454,2019-11-26,2019-11-26,0,1,
2115256,2019-11-26,2019-11-26,0,1,
10835742,2019-07-30,2019-12-03,126,1,
6854491,2019-12-03,2019-12-03,0,1,
68859,2019-12-03,2019-12-03,0,1,
57264800,2019-11-05,2019-12-03,28,1,
7317329,2019-11-12,2019-12-03,21,1,
45694866,2019-11-26,2019-12-03,7,1,
600478,2019-11-26,2019-12-03,7,1,
54629045,2019-12-03,2019-12-03,0,1,
7218591,2019-12-03,2019-12-03,0,1,
19664571,2019-12-03,2019-12-03,0,1,
14760926,2019-12-03,2019-12-03,0,1,
26523874,2019-12-03,2019-12-03,0,1,
29002650,2019-12-03,2019-12-03,0,1,
29891099,2019-12-03,2019-12-03,0,1,
1261374,2019-12-03,2019-12-03,0,1,
684109,2019-12-03,2019-12-03,0,1,
1499456,2019-12-03,2019-12-03,0,1,
4234426,2019-12-03,2019-12-03,0,1,
1311749,2019-12-03,2019-12-03,0,1,
50368245,2019-12-03,2019-12-03,0,1,
2868858,2019-12-03,2019-12-03,0,1,
841306,2019-12-03,2019-12-03,0,1,
1200058,2019-12-03,2019-12-03,0,1,
168355,2019-12-03,2019-12-03,0,1,
184706,2019-12-03,2019-12-10,7,1,
53812472,2019-08-13,2019-12-10,119,1,
7513460,2019-10-22,2019-12-10,49,1,
33271777,2019-11-12,2019-12-10,28,1,
1788184,2019-11-19,2019-12-10,21,1,
6024961,2019-12-03,2019-12-10,7,1,
34012226,2019-12-10,2019-12-10,0,1,
16896452,2019-12-10,2019-12-10,0,1,
1478555,2019-12-10,2019-12-10,0,1,
18563739,2019-12-10,2019-12-10,0,1,
7530947,2019-12-10,2019-12-10,0,1,
10048174,2019-12-10,2019-12-10,0,1,
8392913,2019-12-10,2019-12-10,0,1,
11488142,2019-12-10,2019-12-10,0,1,
7771049,2019-12-10,2019-12-10,0,1,
32325691,2019-12-10,2019-12-10,0,1,
42189335,2019-12-10,2019-12-10,0,1,
6162841,2019-10-22,2019-12-17,56,1,
16049129,2019-11-26,2019-12-17,21,1,
218145,2019-09-03,2019-12-17,105,1,
7270751,2019-09-17,2019-12-17,91,1,
1618862,2019-09-17,2019-12-17,91,1,
7233744,2019-11-12,2019-12-17,35,1,
32404415,2019-11-19,2019-12-17,28,1,
869178,2019-12-10,2019-12-17,7,1,
4949354,2019-12-17,2019-12-17,0,1,
30100644,2019-12-17,2019-12-17,0,1,
27226860,2019-12-17,2019-12-17,0,1,
8599498,2019-12-24,2019-12-24,0,1,
55083197,2019-10-08,2019-12-24,77,1,
7779466,2019-11-05,2019-12-24,49,1,
11783497,2019-12-10,2019-12-24,14,1,
25084782,2019-12-10,2019-12-24,14,1,
1451484,2019-12-17,2019-12-24,7,1,
58782224,2019-12-17,2019-12-24,7,1,
57337661,2019-12-17,2019-12-24,7,1,
6978377,2019-12-24,2019-12-24,0,1,
25859225,2019-12-24,2019-12-24,0,1,
53039431,2019-12-24,2019-12-24,0,1,
10148112,2019-12-24,2019-12-24,0,1,
17323800,2019-12-24,2019-12-24,0,1,
10901111,2019-12-24,2019-12-24,0,1,
32811805,2019-12-24,2019-12-24,0,1,
6540837,2019-04-02,2019-12-31,273,1,
4731542,2019-06-04,2019-12-31,210,1,
34775791,2019-12-10,2019-12-31,21,1,
53934027,2019-12-31,2019-12-31,0,1,
59362379,2019-12-31,2019-12-31,0,1,
6408076,2019-12-31,2019-12-31,0,1,
822522,2019-12-03,2020-01-07,35,1,
4393655,2020-01-07,2020-01-07,0,1,
6941539,2019-12-31,2020-01-07,7,1,
5474861,2020-01-07,2020-01-07,0,1,
14828182,2020-01-07,2020-01-07,0,1,
4465977,2020-01-07,2020-01-07,0,1,
19720478,2020-01-07,2020-01-07,0,1,
2598822,2020-01-07,2020-01-07,0,1,
1425269,2018-11-13,2020-01-14,427,1,
19519104,2019-10-22,2020-01-14,84,1,
49700219,2020-01-14,2020-01-14,0,1,
1257916,2019-12-10,2020-01-14,35,1,
36421850,2019-11-19,2020-01-14,56,1,
24326299,2019-12-17,2020-01-14,28,1,
27009677,2020-01-07,2020-01-14,7,1,
22548039,2020-01-14,2020-01-14,0,1,
12563305,2020-01-14,2020-01-14,0,1,
8104812,2020-01-14,2020-01-14,0,1,
33816986,2020-01-14,2020-01-14,0,1,
4638229,2020-01-14,2020-01-14,0,1,
59838884,2020-01-14,2020-01-14,0,1,
7033953,2020-01-14,2020-01-14,0,1,
7354962,2020-01-14,2020-01-14,0,1,
8172732,2020-01-14,2020-01-14,0,1,
45400222,2020-01-14,2020-01-14,0,1,
2955615,2020-01-21,2020-01-21,0,1,
5285727,2019-06-11,2020-01-21,224,1,
424192,2019-10-01,2020-01-21,112,1,
44206483,2019-10-29,2020-01-21,84,1,
9005118,2019-11-12,2020-01-21,70,1,
1996146,2019-11-26,2020-01-21,56,1,
5461137,2019-12-24,2020-01-21,28,1,
4146535,2019-12-24,2020-01-21,28,1,
23313992,2020-01-14,2020-01-21,7,1,
17260949,2020-01-21,2020-01-21,0,1,
10412881,2020-01-21,2020-01-21,0,1,
303353,2020-01-21,2020-01-21,0,1,
6981837,2020-01-21,2020-01-21,0,1,
54879086,2020-01-21,2020-01-21,0,1,
1324225,2020-01-21,2020-01-21,0,1,
10157590,2020-01-28,2020-01-28,0,1,
52063794,2019-11-12,2020-01-28,77,1,
46193609,2019-12-17,2020-01-28,42,1,
20649466,2020-01-14,2020-01-28,14,1,
36062071,2020-01-21,2020-01-28,7,1,
348518,2020-01-21,2020-01-28,7,1,
8464119,2020-01-28,2020-01-28,0,1,
8571358,2020-01-28,2020-01-28,0,1,
814491,2020-01-28,2020-01-28,0,1,
37041441,2020-01-28,2020-01-28,0,1,
60050902,2020-01-28,2020-01-28,0,1,
15018302,2020-01-28,2020-01-28,0,1,
13846283,2020-01-28,2020-01-28,0,1,
429321,2020-01-28,2020-01-28,0,1,
1977850,2020-02-04,2020-02-04,0,1,
5712203,2019-11-05,2020-02-04,91,1,
26931751,2020-02-04,2020-02-04,0,1,
5888932,2019-07-02,2020-02-04,217,1,
40757147,2020-02-04,2020-02-04,0,1,
5206489,2020-02-04,2020-02-04,0,1,
1470603,2019-09-24,2020-02-04,133,1,
38106881,2019-12-10,2020-02-04,56,1,
10226261,2019-12-17,2020-02-04,49,1,
178444,2020-01-14,2020-02-04,21,1,
17931662,2020-01-14,2020-02-04,21,1,
41419288,2020-01-21,2020-02-04,14,1,
60096624,2020-01-28,2020-02-04,7,1,
45118588,2020-01-28,2020-02-04,7,1,
9078952,2020-02-04,2020-02-04,0,1,
39218807,2020-02-04,2020-02-04,0,1,
29333301,2020-02-04,2020-02-04,0,1,
11513782,2020-02-04,2020-02-04,0,1,
5309662,2020-02-04,2020-02-04,0,1,
25777539,2020-02-04,2020-02-04,0,1,
26343333,2020-02-04,2020-02-04,0,1,
5848107,2020-02-04,2020-02-04,0,1,
39265201,2020-02-04,2020-02-04,0,1,
52086067,2020-02-04,2020-02-04,0,1,
2557200,2019-11-19,2020-02-11,84,1,
3469711,2020-02-11,2020-02-11,0,1,
60772001,2020-02-11,2020-02-11,0,1,
18377705,2020-02-11,2020-02-11,0,1,
34417947,2020-02-11,2020-02-11,0,1,
18312039,2020-02-11,2020-02-11,0,1,
13525379,2020-02-11,2020-02-11,0,1,
22161656,2020-02-11,2020-02-11,0,1,
1009397,2020-02-11,2020-02-11,0,1,
5258266,2020-02-11,2020-02-11,0,1,
4608491,2020-02-18,2020-02-18,0,1,
2675621,2020-02-04,2020-02-18,14,1,
36706320,2020-02-04,2020-02-18,14,1,
5952202,2020-02-04,2020-02-18,14,1,
18519371,2020-02-11,2020-02-18,7,1,
852023,2020-02-18,2020-02-18,0,1,
2518859,2020-02-18,2020-02-18,0,1,
16906331,2020-02-18,2020-02-18,0,1,
4053170,2020-02-18,2020-02-18,0,1,
12620616,2020-02-18,2020-02-18,0,1,
2257617,2020-02-18,2020-02-18,0,1,
11249214,2020-02-18,2020-02-18,0,1,
2952415,2020-02-18,2020-02-18,0,1,
25235302,2020-02-18,2020-02-18,0,1,
4023015,2020-02-18,2020-02-18,0,1,
2780093,2020-02-18,2020-02-18,0,1,
18666312,2019-04-02,2020-02-25,329,1,
1817442,2020-02-25,2020-02-25,0,1,
1120261,2020-02-25,2020-02-25,0,1,
1993103,2020-01-28,2020-02-25,28,1,
4592235,2020-01-28,2020-02-25,28,1,
16240134,2020-02-18,2020-02-25,7,1,
56433390,2020-01-07,2020-02-25,49,1,
15968047,2020-01-21,2020-02-25,35,1,
6883484,2020-02-04,2020-02-25,21,1,
1010943,2020-02-11,2020-02-25,14,1,
4139100,2020-02-18,2020-02-25,7,1,
24379024,2020-02-25,2020-02-25,0,1,
305268,2020-02-25,2020-02-25,0,1,
1576438,2020-02-25,2020-02-25,0,1,
187495,2020-02-25,2020-02-25,0,1,
15908060,2020-02-25,2020-02-25,0,1,
607527,2020-02-25,2020-02-25,0,1,
17162724,2020-02-25,2020-02-25,0,1,
11329749,2020-02-25,2020-02-25,0,1,
42559416,2020-02-25,2020-02-25,0,1,
57705209,2020-02-25,2020-02-25,0,1,
55734025,2020-02-25,2020-02-25,0,1,
13925796,2020-03-03,2020-03-03,0,1,
32929103,2020-02-18,2020-03-03,14,1,
13705459,2020-02-25,2020-03-03,7,1,
1631480,2020-03-03,2020-03-03,0,1,
7127502,2020-03-03,2020-03-03,0,1,
49107084,2020-03-03,2020-03-03,0,1,
35238704,2020-03-03,2020-03-03,0,1,
41328399,2020-03-03,2020-03-03,0,1,
43004363,2020-03-03,2020-03-03,0,1,
10550327,2020-03-03,2020-03-03,0,1,
4417006,2020-03-03,2020-03-03,0,1,
2857995,2020-03-03,2020-03-03,0,1,
48125859,2020-03-03,2020-03-03,0,1,
61692972,2020-03-03,2020-03-03,0,1,
18226001,2020-03-03,2020-03-03,0,1,
17108752,2020-03-03,2020-03-03,0,1,
1418471,2020-03-03,2020-03-03,0,1,
1691603,2020-03-10,2020-03-10,0,1,
10203350,2020-03-03,2020-03-10,7,1,
36884713,2019-10-08,2020-03-10,154,1,
1616454,2020-03-10,2020-03-10,0,1,
36628133,2019-12-10,2020-03-10,91,1,
369631,2020-02-11,2020-03-10,28,1,
96781,2020-02-18,2020-03-10,21,1,
11996097,2020-02-18,2020-03-10,21,1,
10932668,2020-03-03,2020-03-10,7,1,
31248023,2020-03-10,2020-03-10,0,1,
5617397,2020-03-10,2020-03-10,0,1,
36456825,2020-03-10,2020-03-10,0,1,
13597645,2020-03-10,2020-03-10,0,1,
22100872,2020-03-10,2020-03-10,0,1,
35564460,2020-03-10,2020-03-10,0,1,
1212244,2020-03-10,2020-03-10,0,1,
1967292,2020-03-10,2020-03-10,0,1,
10729578,2020-03-10,2020-03-10,0,1,
8269566,2020-03-10,2020-03-10,0,1,
13829139,2020-02-25,2020-03-17,21,1,
11019190,2019-12-17,2020-03-17,91,1,
2241676,2019-11-05,2020-03-17,133,1,
31195272,2020-03-10,2020-03-17,7,1,
30861320,2020-03-17,2020-03-17,0,1,
8841066,2020-03-17,2020-03-17,0,1,
30264061,2020-03-17,2020-03-17,0,1,
20148319,2020-03-17,2020-03-17,0,1,
8228949,2020-03-17,2020-03-17,0,1,
10031462,2020-03-17,2020-03-17,0,1,
5680576,2020-03-17,2020-03-17,0,1,
2170192,2020-03-17,2020-03-17,0,1,
1101975,2020-03-17,2020-03-17,0,1,
623763,2020-03-17,2020-03-17,0,1,
718384,2019-09-03,2020-03-24,203,1,
18563739,2020-03-24,2020-03-24,0,1,
33908456,2020-02-25,2020-03-24,28,1,
12097973,2020-03-10,2020-03-24,14,1,
10863620,2020-03-17,2020-03-24,7,1,
19982,2020-03-17,2020-03-24,7,1,
6872274,2020-03-17,2020-03-24,7,1,
432235,2020-03-24,2020-03-24,0,1,
39680191,2020-03-24,2020-03-24,0,1,
6055037,2020-03-24,2020-03-24,0,1,
5870950,2020-03-24,2020-03-24,0,1,
6723387,2020-03-24,2020-03-24,0,1,
1640573,2020-03-24,2020-03-24,0,1,
10064990,2020-03-24,2020-03-24,0,1,
7245864,2020-03-24,2020-03-24,0,1,
56842315,2020-03-24,2020-03-24,0,1,
20482960,2018-06-19,2020-03-31,651,1,
43151396,2020-03-31,2020-03-31,0,1,
6980238,2020-01-21,2020-03-31,70,1,
48763844,2020-03-17,2020-03-31,14,1,
8487569,2020-03-10,2020-03-31,21,1,
1907,2020-03-31,2020-03-31,0,1,
940521,2019-11-05,2020-03-31,147,1,
29129817,2020-03-17,2020-03-31,14,1,
731387,2020-03-24,2020-03-31,7,1,
77056,2020-03-24,2020-03-31,7,1,
24910490,2020-03-31,2020-03-31,0,1,
12009072,2020-03-31,2020-03-31,0,1,
356321,2020-03-31,2020-03-31,0,1,
6386718,2020-03-31,2020-03-31,0,1,
32772758,2020-03-31,2020-03-31,0,1,
16244603,2020-03-31,2020-03-31,0,1,
11862328,2020-03-31,2020-03-31,0,1,
61163180,2020-03-31,2020-03-31,0,1,
25393122,2020-03-31,2020-03-31,0,1,
40795540,2020-03-31,2020-03-31,0,1,
33681078,2020-03-31,2020-03-31,0,1,
6877858,2020-04-07,2020-04-07,0,1,
13970565,2020-03-31,2020-04-07,7,1,
829644,2020-03-10,2020-04-07,28,1,
7251331,2020-04-07,2020-04-07,0,1,
6035284,2019-11-26,2020-04-07,133,1,
34775791,2020-04-07,2020-04-07,0,1,
26059962,2019-12-17,2020-04-07,112,1,
24755707,2020-02-18,2020-04-07,49,1,
6380834,2020-02-18,2020-04-07,49,1,
19634923,2020-03-03,2020-04-07,35,1,
17162407,2020-03-10,2020-04-07,28,1,
9991536,2020-03-10,2020-04-07,28,1,
20355455,2020-03-17,2020-04-07,21,1,
10096711,2020-03-31,2020-04-07,7,1,
2718684,2020-04-07,2020-04-07,0,1,
40036607,2020-04-07,2020-04-07,0,1,
13811914,2020-04-07,2020-04-07,0,1,
16227136,2020-04-07,2020-04-07,0,1,
753206,2020-04-07,2020-04-07,0,1,
10697278,2020-04-07,2020-04-07,0,1,
4138215,2020-04-07,2020-04-07,0,1,
10835742,2020-04-14,2020-04-14,0,1,
61064875,2020-02-18,2020-04-14,56,1,
17132214,2020-02-25,2020-04-14,49,1,
49148943,2020-03-10,2020-04-14,35,1,
23096288,2020-03-17,2020-04-14,28,1,
12220670,2020-03-31,2020-04-14,14,1,
60467599,2020-03-31,2020-04-14,14,1,
11587285,2020-04-07,2020-04-14,7,1,
63279759,2020-04-14,2020-04-14,0,1,
1810971,2020-04-14,2020-04-14,0,1,
41395198,2020-04-14,2020-04-14,0,1,
446619,2020-04-14,2020-04-14,0,1,
1834025,2020-04-14,2020-04-14,0,1,
15084984,2020-04-14,2020-04-14,0,1,
27818609,2020-04-14,2020-04-14,0,1,
18520676,2020-04-14,2020-04-14,0,1,
1017130,2020-04-14,2020-04-14,0,1,
26249937,2020-04-14,2020-04-14,0,1,
11666531,2020-04-14,2020-04-14,0,1,
7943044,2020-04-14,2020-04-14,0,1,
10210908,2020-04-14,2020-04-14,0,1,
6368040,2019-08-27,2020-04-21,238,1,
26384082,2019-09-17,2020-04-21,217,1,
2346494,2019-10-15,2020-04-21,189,1,
42189335,2020-04-21,2020-04-21,0,1,
8417,2020-01-28,2020-04-21,84,1,
6062071,2020-02-11,2020-04-21,70,1,
13316262,2020-02-25,2020-04-21,56,1,
9828683,2020-03-03,2020-04-21,49,1,
23198776,2020-03-24,2020-04-21,28,1,
